student_id,subject,assignment_name,due_date,status,grade_feedback,guardian_signature
s07584,english,feeling population material.,2024-12-09,done,c-,no
s04468,math,country note admit.,2024-12-09,not done,a+,yes
s01557,math,question first.,2025-02-25,done,c,no
s10501,arabic,grow moment discussion.,2024-12-09,done,d,unknown
s03431,math,force.,2025-02-28,not done,d,no
s00519,science,child finally.,2025-01-23,done,a+,yes
s06891,science,year.,2024-12-24,not done,a+,yes
s11036,arabic,policy american range.,2025-01-28,not done,b,unknown
s04027,english,during daughter plant.,2025-02-02,not done,b,unknown
s05980,science,detail wear.,2025-01-11,not done,d,no
s11157,math,pattern traditional conference.,2024-12-09,not done,b,no
s11111,math,poor toward.,2024-11-02,pending,f,no
s01493,science,hour majority.,2024-12-02,done,b-,no
s02955,math,grow nor.,2024-11-10,pending,a+,no
s06254,history,republican join important.,2024-12-04,done,c-,yes
s10849,geography,action time.,2025-02-06,done,a+,no
s00631,math,ahead animal member.,2024-10-25,pending,a,no
s11285,science,idea.,2024-09-11,done,f,no
s10294,arabic,need answer mission.,2024-10-03,done,f,no
s01259,geography,mother end only.,2025-02-23,done,a+,unknown
s02243,science,far be floor.,2025-02-08,not done,c-,yes
s02128,history,they little outside.,2024-11-14,not done,a,yes
s07525,arabic,north turn.,2024-10-08,not done,c-,unknown
s10252,history,political analysis.,2024-09-08,not done,f,unknown
s07094,arabic,interview media stuff.,2024-10-14,not done,c,yes
s03151,geography,major glass single.,2024-09-30,not done,c,unknown
s02220,history,single exactly this.,2025-02-17,not done,a,yes
s05880,arabic,commercial without.,2024-12-19,not done,c,yes
s00398,english,protect bank vote.,2025-01-07,done,c-,yes
s05384,science,environmental goal either.,2024-12-09,done,c-,no
s00847,arabic,several once fall.,2025-02-02,pending,d,yes
s00416,history,program firm.,2024-09-20,done,b,yes
s04360,english,box true.,2024-09-18,done,a,yes
s05310,geography,out star.,2024-10-07,done,f,no
s07724,geography,himself room eat.,2024-10-01,not done,a+,yes
s10830,arabic,option third after.,2024-10-29,done,d,unknown
s08766,history,draw particularly.,2025-01-29,pending,a,unknown
s08018,math,moment.,2024-11-18,pending,b-,no
s05115,science,she himself.,2024-12-09,done,b-,yes
s04393,history,director picture.,2024-12-09,not done,d,no
s11800,english,control task garden.,2024-12-10,done,b,no
s08390,history,general behavior whatever.,2024-12-09,done,c-,unknown
s08918,math,human.,2024-11-21,not done,b,yes
s08186,math,century strong.,2025-01-30,not done,f,unknown
s00793,arabic,five city family.,2024-12-09,done,c,no
s04720,english,score player.,2024-10-27,done,c,unknown
s03281,arabic,mrs machine.,2024-10-18,done,d,unknown
s05416,history,produce down.,2024-10-14,pending,a+,yes
s03257,english,billion early.,2024-12-09,done,b,unknown
s01687,history,while scene now.,2025-03-02,done,b,yes
s06394,history,experience party mother.,2024-10-08,not done,c-,no
s10222,english,executive father.,2024-12-06,done,a+,unknown
s01900,english,movement man land inside.,2024-12-08,not done,f,unknown
s00391,math,behavior control thing ready.,2025-01-23,done,c,no
s02417,geography,bag ok.,2024-11-27,done,b,no
s04145,science,send light.,2025-02-10,done,a,yes
s08611,arabic,certain.,2024-11-06,done,f,no
s06756,arabic,suggest read.,2024-09-13,done,a,no
s09770,science,enjoy.,2025-02-04,pending,a+,yes
s04582,science,yeah address ago check.,2024-12-24,not done,a+,unknown
s01383,history,over country interview.,2024-11-11,not done,b-,unknown
s06898,history,key soon company.,2024-11-04,done,f,no
s01510,english,fund final piece tree.,2024-12-09,not done,f,no
s10083,math,reflect public.,2025-02-27,done,b-,unknown
s08294,geography,finish suffer discover.,2024-09-17,not done,c,yes
s00804,arabic,than effect since.,2024-11-11,done,a,no
s00707,english,thought month character.,2024-12-09,done,b,unknown
s05980,english,see often word.,2024-12-18,not done,a+,unknown
s09115,geography,treatment write box.,2024-12-09,done,a+,yes
s08781,history,year rest charge.,2025-01-20,pending,a,unknown
s05548,geography,each these.,2024-12-24,done,b,yes
s11753,history,professor.,2024-12-09,not done,c-,no
s05151,math,lay another protect.,2025-01-13,done,f,unknown
s01441,english,figure case history.,2025-02-15,done,b,no
s07590,english,future yard.,2024-12-09,done,c-,unknown
s01426,science,best force send.,2024-11-16,pending,a+,unknown
s00439,science,like language do.,2024-12-09,pending,b-,no
s08490,geography,agreement beat who.,2024-12-29,not done,d,yes
s11244,math,open past.,2024-10-26,done,a,unknown
s03754,science,win simply.,2024-12-09,done,c,unknown
s08107,math,they wonder usually.,2025-01-02,done,a+,no
s09934,history,hour concern edge.,2024-12-22,not done,f,yes
s07285,arabic,name could.,2024-12-09,done,c,yes
s00984,english,model think.,2024-12-27,done,c-,no
s01966,history,production cold.,2025-02-02,done,c,no
s01684,science,as race join.,2024-12-06,not done,f,no
s02323,history,democratic power.,2024-12-07,done,f,yes
s06776,arabic,despite less agency.,2024-10-07,done,c-,no
s04332,history,culture degree.,2024-12-09,not done,c-,no
s05600,english,on north.,2024-10-02,done,c-,unknown
s07174,math,direction address study near.,2024-12-09,not done,c,yes
s09285,math,after seven.,2024-12-18,done,a+,no
s00487,history,heart out power.,2024-11-20,done,b-,unknown
s05038,geography,quickly own let.,2024-10-20,not done,a+,no
s04358,arabic,customer garden in.,2024-12-09,pending,b-,yes
s01361,geography,general meet sell.,2024-12-26,done,c,no
s08165,english,would thank.,2024-10-17,not done,b-,yes
s08578,geography,go.,2024-12-25,pending,a+,no
s00319,math,drop note keep.,2024-09-17,not done,c-,unknown
s07963,geography,good government.,2024-12-09,not done,c-,no
s08478,science,father expert.,2024-12-09,done,b,unknown
s03472,english,certainly executive.,2024-10-02,not done,b,no
s06711,math,heart federal success.,2024-12-20,done,a,yes
s12130,science,fish special.,2024-09-23,not done,c-,yes
s01938,geography,study analysis.,2024-12-10,done,d,no
s04430,history,page drive join measure.,2024-12-09,done,a+,yes
s03728,english,let continue your health.,2024-12-09,not done,a+,unknown
s07368,science,improve recognize.,2024-11-26,done,f,no
s05761,science,quality however concern.,2024-10-31,pending,b,unknown
s01563,english,general of condition.,2024-12-20,done,c-,unknown
s00770,science,figure author can.,2025-01-13,done,b,yes
s02373,math,woman.,2024-11-25,pending,a+,unknown
s06657,history,property report myself.,2024-09-23,done,a+,unknown
s05501,history,alone media play.,2024-12-09,not done,a,yes
s02811,arabic,lay think me.,2024-12-02,pending,a,yes
s00985,geography,manager music charge.,2025-02-16,not done,a+,unknown
s04350,math,listen sea generation.,2024-11-02,done,c,unknown
s01085,math,sure do task.,2024-10-05,done,c,unknown
s11607,history,service pm might whole.,2024-09-17,pending,a,no
s11871,geography,too could.,2025-02-03,done,b,unknown
s02536,arabic,heavy local feeling.,2024-10-25,done,b-,yes
s03220,science,fish game.,2024-11-03,done,c-,no
s02818,history,mean above law.,2024-12-09,not done,a+,no
s03683,science,stock series.,2024-12-09,done,c,unknown
s06157,arabic,adult represent.,2024-10-23,done,b,yes
s09037,geography,sister especially.,2025-02-07,done,c-,no
s11296,english,message voice scene.,2024-12-09,not done,b-,yes
s10726,geography,include medical.,2024-12-09,done,d,no
s02127,geography,develop morning perform.,2025-01-14,not done,d,yes
s07478,science,rich job build through.,2024-12-31,done,f,unknown
s06351,geography,ask move team weight.,2024-12-09,done,b-,yes
s05726,science,else.,2024-11-17,done,b,yes
s09431,science,himself.,2024-09-22,not done,c-,no
s10245,geography,hospital factor themselves.,2025-02-08,not done,f,unknown
s11285,arabic,other since.,2025-01-25,done,b-,yes
s09812,geography,real cover box.,2024-09-30,not done,b,yes
s03518,history,exist reality happy.,2025-01-15,pending,a+,yes
s00398,arabic,radio reality over.,2024-11-29,done,b,yes
s00301,english,great tonight.,2025-01-22,pending,d,yes
s06462,math,fall painting.,2024-12-09,done,b,no
s10003,history,color risk.,2024-10-30,not done,a,no
s10099,english,environment foreign.,2024-11-10,pending,f,unknown
s08793,math,make break.,2024-12-09,not done,c-,yes
s04200,math,bring buy.,2024-12-09,done,a+,no
s00425,science,live blood.,2024-11-25,pending,f,yes
s02351,english,without forget away.,2024-12-17,done,f,unknown
s10404,science,war number anything.,2025-02-15,not done,a,unknown
s01493,history,expect business.,2024-11-09,not done,a+,unknown
s02555,english,away pass.,2024-12-21,done,b,no
s00148,arabic,late range star ask.,2025-02-24,done,c-,unknown
s10271,arabic,too everything.,2024-11-14,pending,d,yes
s00900,history,five.,2025-02-12,not done,c-,yes
s05370,arabic,whether begin chance.,2024-12-09,not done,c-,no
s03710,science,body several health.,2024-12-09,done,d,unknown
s06813,history,draw.,2025-02-22,done,d,yes
s05507,arabic,read mean.,2024-12-09,done,a,no
s11701,history,cut term dog.,2024-12-04,not done,c-,yes
s07253,english,war campaign.,2025-01-07,done,d,unknown
s11332,english,four put.,2024-09-08,not done,b-,no
s11754,arabic,at own beautiful.,2025-02-08,done,a,unknown
s08097,arabic,property out.,2024-12-09,done,c-,yes
s01745,english,strong contain.,2024-12-09,done,c,no
s02862,science,begin coach cost.,2024-12-09,not done,c-,unknown
s05605,english,rock early citizen.,2025-02-09,done,c,unknown
s05277,history,newspaper rest.,2024-09-11,not done,c,yes
s03404,history,music through.,2024-12-09,not done,a,yes
s06404,arabic,five oil style.,2024-09-16,pending,b,no
s07971,arabic,choose material nature piece.,2025-01-03,not done,f,yes
s04112,science,perhaps artist.,2024-11-16,pending,f,yes
s05324,history,space foreign.,2024-12-09,not done,a,yes
s05840,math,student enter nor.,2024-12-09,done,f,no
s08334,math,series want recognize.,2025-02-24,not done,f,unknown
s05933,math,mention second.,2024-09-22,not done,b,yes
s07838,science,soon.,2024-09-16,done,b,no
s09827,arabic,mission clearly.,2024-12-19,not done,b,yes
s08101,science,rule family source risk.,2025-02-24,done,a,unknown
s08598,geography,environmental coach.,2024-10-25,not done,d,yes
s01589,english,visit market.,2025-03-05,done,a+,yes
s09869,english,interest loss lawyer.,2024-12-09,not done,b-,unknown
s01880,math,thus follow.,2024-12-01,done,a+,no
s08826,science,still man consider.,2024-10-06,not done,a+,yes
s08385,math,inside kitchen their.,2024-11-18,not done,c-,unknown
s11488,history,high box age plant.,2025-01-21,pending,a,yes
s08164,english,share conference responsibility dark.,2025-03-01,done,b-,unknown
s04140,math,shoulder money.,2024-10-22,done,f,yes
s07733,arabic,decade summer discuss.,2025-02-16,not done,a,yes
s09938,history,small discuss hit.,2025-01-08,not done,a+,yes
s10051,history,whole cold huge.,2024-11-19,done,c-,no
s10668,history,letter rest.,2024-09-12,pending,a,yes
s01418,math,receive north.,2024-10-01,done,d,unknown
s03247,arabic,health indeed difficult.,2024-12-09,pending,b,yes
s02429,arabic,laugh begin.,2024-12-09,not done,b-,unknown
s06963,science,clearly meeting want represent.,2025-01-01,pending,a,unknown
s07298,math,story.,2025-02-09,done,c,unknown
s07975,geography,executive eye receive.,2025-02-03,done,f,no
s01907,arabic,majority still help.,2024-11-24,done,c,unknown
s00408,english,my condition.,2024-10-24,done,d,yes
s01785,english,affect likely.,2024-10-29,pending,a+,unknown
s01453,history,general late.,2025-03-02,done,c,unknown
s03103,math,mind group.,2024-09-23,done,f,unknown
s07619,geography,consider improve.,2024-12-09,not done,d,yes
s03520,science,rate anyone.,2024-10-26,done,f,yes
s01180,english,executive why.,2024-11-23,not done,c,yes
s11704,science,stage learn.,2025-03-04,done,c-,no
s04579,history,measure.,2024-12-12,pending,c,yes
s10190,science,laugh go.,2024-12-28,pending,b,unknown
s05084,arabic,surface girl.,2025-02-25,pending,b,yes
s00463,english,admit order.,2024-11-08,pending,f,no
s00109,math,smile attention trouble.,2024-09-15,not done,b-,no
s08705,geography,we action range.,2024-12-17,done,f,unknown
s11058,history,people fly itself most.,2024-12-09,done,c,no
s02799,science,carry form mission.,2024-11-04,not done,c,yes
s04251,arabic,economic writer.,2024-12-09,done,f,unknown
s07722,math,summer price.,2024-12-09,not done,c-,no
s03973,arabic,message hotel.,2024-12-09,not done,a+,yes
s02752,math,never final.,2024-11-02,not done,f,yes
s11108,arabic,leave data.,2025-02-14,not done,c-,unknown
s04229,english,production newspaper shake.,2024-12-22,not done,b-,yes
s06774,history,organization check idea.,2024-11-06,done,f,no
s02400,history,real short.,2024-11-20,not done,c,no
s05057,history,item herself one.,2024-09-22,pending,c,no
s01811,history,recognize staff make.,2024-12-21,done,a+,unknown
s05105,math,thousand customer evidence.,2024-12-28,done,b,no
s10262,math,western station while line.,2024-10-22,done,d,no
s09275,math,record major.,2024-12-10,done,d,no
s04578,math,good fast.,2025-02-22,done,b-,yes
s09953,math,even chair.,2024-11-12,done,b-,yes
s08489,english,wonder option nature push.,2024-12-07,not done,d,no
s09695,math,yeah.,2024-12-09,done,b-,unknown
s08779,math,no somebody process order.,2024-12-09,done,c,yes
s06868,english,mission fear few.,2024-10-05,done,a+,yes
s05661,arabic,choose budget.,2024-10-28,not done,a+,no
s04166,math,break probably.,2025-01-14,not done,b-,yes
s00424,math,bag raise.,2025-03-01,done,c,unknown
s02113,arabic,by onto.,2024-09-21,not done,b,unknown
s08275,english,middle.,2025-02-14,not done,c-,unknown
s09628,geography,could church article music.,2024-12-02,done,b-,unknown
s01170,math,page either.,2025-02-17,not done,f,yes
s09581,math,court court seek.,2024-10-04,not done,d,yes
s08217,english,fear blue.,2024-09-30,not done,c,yes
s06823,math,forget senior join after.,2024-11-09,done,b-,unknown
s10487,english,under show.,2024-12-09,pending,b,unknown
s08902,history,color what answer improve.,2024-12-01,not done,c,no
s06477,arabic,edge imagine easy.,2025-02-07,done,f,unknown
s02966,arabic,his avoid.,2024-12-09,done,d,no
s11512,science,so responsibility our.,2024-12-07,pending,c-,no
s08448,arabic,themselves item beautiful.,2024-12-09,not done,c,yes
s02871,english,four officer democratic.,2024-10-24,not done,b-,yes
s03700,geography,manager specific.,2024-12-09,done,a,unknown
s01013,science,dinner suddenly computer.,2025-02-26,not done,a+,no
s09194,science,financial none.,2024-12-09,done,a+,no
s09337,math,painting their american.,2024-12-09,done,a+,no
s10380,science,offer research.,2025-02-13,done,b-,unknown
s05227,english,score ground able.,2025-02-11,pending,c-,no
s01709,science,do key but.,2024-12-09,done,b,yes
s07036,math,such whether nor.,2025-01-06,done,b-,yes
s08973,history,skill surface stock.,2025-02-11,done,a,no
s07226,history,possible director.,2024-11-06,done,c-,no
s01165,geography,mention college care.,2024-10-03,pending,c,no
s04666,english,above artist.,2024-11-19,not done,b-,unknown
s06944,history,begin pull.,2024-09-14,pending,c,no
s01676,geography,media building.,2024-10-31,pending,c-,no
s07234,english,study wife.,2024-10-03,not done,a,unknown
s10558,geography,anything short you.,2025-01-12,done,f,no
s02392,history,conference little.,2024-11-05,done,a,no
s03298,english,image near conference.,2024-09-27,done,d,yes
s11194,history,easy agent wife.,2024-10-18,pending,c,no
s02900,geography,small perform.,2025-02-09,done,a+,unknown
s11909,science,hospital.,2024-11-28,not done,c-,no
s11653,geography,other similar off.,2024-12-09,done,f,unknown
s07875,english,already team.,2025-03-04,done,a,yes
s07419,math,congress century.,2025-01-06,pending,c-,no
s10200,geography,campaign whole few time.,2024-12-09,done,a+,unknown
s06666,history,large attack respond.,2025-01-23,not done,c-,no
s00741,science,institution various your.,2024-12-09,done,b-,yes
s09623,geography,owner bar picture.,2024-12-08,done,a+,unknown
s03999,science,rather worry everything head.,2024-12-18,done,c-,no
s08209,arabic,want study mention.,2024-12-09,done,c,no
s02374,english,weight tree your.,2025-01-12,pending,a+,yes
